Name,Compound ID,InChIKey,SMILES,logS,logP,MW
,C678,AKNNEGZIBPJZJG-MSOLQXFVSA-N,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@@H]1N(C)CCc2c1c(OC)c1c(c2)OCO1,-3.1400001,2.8197,413.421
,C4576,AKPLHCDWDRPJGD-UHFFFAOYSA-N,O=C1CN=C(c2c(N1)ccc(c2)Cl)c1ccccc1,-3.677020196,2.7031,270.714
,C1047,AKRGPMZFCFDFQW-MWLCHTKSSA-N,O[C@@H]1CCN2C1=Nc1ccccc1[C@H]2O,-2.0699999,0.1612,204.225
,C5712,AKTGKEBIBGSCLD-UHFFFAOYSA-N,CCP(=O)(c1ccccc1)c1ccccc1,-2.905827928,3.0204,230.242
,C252,AKUJBENLRBOFTD-HRUDOODVSA-N,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@@H]2[C@]1(C)C[C@@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F,-4.9000001,2.4665,434.498
,C7773,AKVBCGQVQXPRLD-UHFFFAOYSA-N,CCCCCCC(C(=O)O)N,-1.547460613,2.069,159.226
,C6669,AKWIIELWJKTVGQ-UHFFFAOYSA-N,[O-][N+](=O)O.OCn1c(Cl)nc2c1c(=O)n(C)c(=O)n2C,-2.297720986,-0.7876,307.648
,C7688,AKYHKWQPZHDOBW-VJAUXQICSA-N,OS(=O)(=O)O.C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](c1ccnc2c1cc(OC)cc2)O,-1.604633303,3.5391,422.495
,C6241,ALARQZQTBTVLJV-UHFFFAOYSA-N,CCC1(C(=O)NC(=O)N(C1=O)C)c1ccccc1,-2.568191161,1.3093,246.262
,C6520,ALBKSGKUKJSKMQ-UHFFFAOYSA-N,CCN(C(CC)(CC)CC)C.Br,-2.395146851,3.865,238.208
,C8507,ALBSWLMUHHZLLR-UHFFFAOYSA-N,[O-][N+](=O)CC(=O)OC,-0.891132807,-0.0407,119.076
,C112,ALDJIKXAHSDLLB-UHFFFAOYSA-N,Clc1ccc(c(c1)c1cccc(c1Cl)Cl)Cl,-6.4699998,5.9672,291.988
,C5931,ALDSXDRDRWDASQ-UHFFFAOYSA-N,OC(=O)Cc1cccc(c1)C(=O)c1ccccc1,-2.763677516,2.5447,240.254
,C3315,ALDYEWQJMKNBDY-UHFFFAOYSA-N,C[NH+](CCOC(=O)n1c2ccccc2c2c1cccc2)C.[Cl-],-4.712531186,-1.0723,318.798
,C3586,ALEXXDVDDISNDU-JZYPGELDSA-N,CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-4.457702624,2.3524,404.497
,C379,ALEXXDVDDISNDU-VVCDUNCFSA-N,CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-4.3000002,2.3524,404.497
,C8822,ALFGKMXHOUSVAD-UHFFFAOYSA-N,CCC(=O)C1(CCN(CC1)C)c1cccc(c1)O,-0.473637562,2.2726,247.333
,C7534,ALFSJNBVYSQVGG-UHFFFAOYSA-N,OCC(COc1ccc(cc1)C(=O)CC)O,-1.717275616,1.0113,224.253
,C6195,ALKYHXVLJMQRLQ-UHFFFAOYSA-N,OC(=O)c1cc2ccccc2cc1O,-2.598708148,2.2436,188.179
,C6073,ALLHKROWDHKMEZ-JVFQMWRPSA-N,OC(=O)c1ccccc1O.Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CCN1CCOCC1,-2.673092902,3.749,494.622
,C1040,ALMHSXDYCFOZQD-UHFFFAOYSA-N,CC(=O)Nc1cccc(c1)C,-2.0899999,2.0264,149.19
,C5649,ALODHPFRWSUBCD-UHFFFAOYSA-N,C#CCNC(=O)OCC(C(CC)C)(COC(=O)N)C,-2.944754278,2.5847,270.325
,C4663,ALTCHFUOYJHLAE-CALJPSDSSA-M,CC[N+](CCOc1ccc(cc1)/C=C/c1ccccc1)(CC)C.[I-],-3.632243844,1.7262,437.358
,C1508,ALYNCZNDIQEVRV-UHFFFAOYSA-N,OC(=O)c1ccc(cc1)N,-0.40000001,1.5482,137.136
,C4347,AMDBBAQNWSUWGN-UHFFFAOYSA-N,OCCN(c1c(I)c(C(=O)NCC(CO)O)c(c(c1I)C(=O)NCC(CO)O)I)C(=O)CO,-3.844729604,-1.2342,807.111
,C3311,AMDZXFZJWBFXIU-BTJKTKAUSA-N,[O-]C(=O)/C=C\C(=O)O.C[NH2+]CCOC1c2ccccc2CCc2c1cccc2,-4.720379086,0.4615,383.438
,C910,AMEKQAFGQBKLKX-UHFFFAOYSA-N,O=C(C1=C(C)OCCS1(=O)=O)Nc1ccccc1,-2.4300001,2.4554,267.301
,C3303,AMETXLUKRWWYMK-UHFFFAOYSA-N,CCC(C(c1ccccc1)(c1ccccc1)CC[NH+]1CCOCC1)OC(=O)C.[Cl-],-4.739194296,1.1928,417.969
,C2244,AMHPDAAVNPTIAH-UHFFFAOYSA-N,CCN(CCSCCOC(=O)N1c2ccccc2Sc2c1nccc2)CC.Cl,-6.353434844,5.7629,440.022
,C5943,AMHZCJNIRZHOAJ-UHFFFAOYSA-N,Cc1nc(Nc2ccccc2)nc(n1)N,-2.753470849,2.16,201.228
,C5644,AMJINLQYPJSVRM-UHFFFAOYSA-N,CC(CC12CC3CC(C2)CC(C1)C3)N.Cl,-2.94803516,4.4424,229.789
,C7289,AMMYIZDPRVOMMG-UHFFFAOYSA-N,CN(CCN(c1ncccn1)Cc1ccccc1)C.Cl,-1.896044448,2.8468,292.807
,C5026,AMNIUADSZBSURC-UHFFFAOYSA-N,C1CCN2C(C1)CCC(=C2)c1ccccc1,-3.366670403,3.6137,213.318
,C4974,AMOPBNMABDFREG-UHFFFAOYSA-N,Nc1ccc2c(c1)nc1c(c2N)cccc1,-3.400024616,3.7148,209.247
,C2532,AMORDSNWJXKHMV-UHFFFAOYSA-N,CCN(CCn1c2ccccc2[nH]c(=O)c2c1cccc2)CC,-5.777888841,3.3868,309.405
,C1471,AMQJEAYHLZJPGS-UHFFFAOYSA-N,CCCCCO,-0.60000002,1.1689,88.1482
,C8187,AMQRUBLLHGHUCR-UHFFFAOYSA-L,Nc1ccccc1N.[Cl-].[Cl-].[Pt+2],-1.201767572,-3.9811,374.125
,C6575,AMQSYJCKXPUEDR-UHFFFAOYSA-N,Clc1ccc2c(c1)ccc(=O)o2,-2.359059416,2.4464,180.588
,C1134,AMRQXHFXNZFDCH-VIFPVBQESA-N,CCNC(=O)[C@@H](OC(=O)Nc1ccccc1)C,-1.83,2.2236,236.267
,C4745,AMTPYFGPPVFBBI-UHFFFAOYSA-N,CC(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=O)C,-3.576256936,3.663,332.374
,C4885,AMVODTGMYSRMNP-GNIMZFFESA-N,O=CC1=C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2[C@H](O)C[C@]2([C@H]1CC[C@]2(C)O)C,-3.471547723,2.5852,344.445
,C5080,AMVPMAPIOLCPIE-UHFFFAOYSA-N,COc1cccc(c1)NC(=O)CN1CCCCC1,-3.326094581,2.1305,248.321
,C411,AMVYOVYGIJXTQB-UHFFFAOYSA-N,COc1ccc(cc1)Oc1ccc(cc1)NC(=O)N(C)C,-4.1599998,3.654,286.326
,C4392,AMZPPCYQXDTKCJ-UHFFFAOYSA-N,CCOC(=O)N(CC(Cl)C)CC(Cl)C,-3.81003527,2.6995,242.143
,C6228,ANFSNXAXVLRZCG-RSAXXLAASA-N,CN([C@H](Cc1ccccc1)C)Cc1ccccc1.Cl,-2.574338431,4.5516,275.816
,C3526,ANGGSFDEEKAZDP-TYMHPWAKSA-N,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)Cc1ccccc1.Br,-4.506816402,5.5468,414.379
,C157,ANIAQSUBRGXWLS-MRXNPFEDSA-N,CC[P@@](=S)(OCC)Oc1cc(Cl)c(cc1Cl)Cl,-5.75,6.0421,333.599
,C7982,ANJROQCDRGDKMV-UHFFFAOYSA-N,OCC(CSc1ccccc1)O,-1.381753156,1.1319,184.255
,C1591,ANJTVLIZGCUXLD-DTWKUNHWSA-N,O=c1cccc2n1C[C@@H]1CNC[C@H]2C1,0.36000001,0.8838,190.242
,C2015,ANLDLZZUCDUNDH-UHFFFAOYSA-N,N(CC1CC2CC1CC2)CC1CCC(CC1)CNCC1CC2CC1CC2.Cl.Cl,-7.121793393,7.2302,431.526
,C5535,ANOMHKZSQFYSBR-UHFFFAOYSA-N,OCCOCCN1CCN(CC1)C(c1ccc(cc1)Cl)c1ccccc1.Cl.Cl,-3.019664575,4.5357,447.826
,C7608,ANPZMAPFKWAFEX-UHFFFAOYSA-N,OC(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)O.C/C(=C\C=C\N1CCCCC1)/C=[N+]1CCCCC1.C/C(=C\C=C\N1CCCCC1)/C=[N+]1CCCCC1.O.O.O.O,-1.657896392,10.3266,955.229
,C9515,ANSKEMFAKDVURY-UHFFFAOYSA-M,CN(CC1C2CC[N+](C1CN(C)C)(CC2)C)C.[I-],0.434956607,-2.0726,367.313
,C6861,ANZGQGAJGAEASQ-UHFFFAOYSA-L,ClCC[N+]1(C)CC[N+](CC1)(C)CCCl.[Cl-].[Cl-],-2.170011327,-4.7036,312.107
,C7168,ANZIOUQAFBXNHU-FYWRMAATSA-N,NC(=NNc1ccc(cc1)/N=N/C(=S)N)N,-1.98187059,2.7881,237.285
,C3829,AOBYZQVXPIBGCZ-UHFFFAOYSA-N,CCN(C(C=C(c1cccs1)c1cccs1)C)CC.Cl,-4.2257452,5.7736,327.936
,C3983,AOEFLMCCBQFZAR-UHFFFAOYSA-N,CC(N(C)C)CC12CC3CC(C1)CC(C2Cl)C3.Cl,-4.117506108,4.5623,292.288
,C4011,AOFMKIDPLZIMSQ-UHFFFAOYSA-N,CC(=O)Nc1ccc2c(c1)nc1c(c2)cccc1,-4.106244205,3.4194,236.269
,C4739,AOGCEVPCIJMAPG-UHFFFAOYSA-N,O=c1ccc2c(c1)[nH]c1c(c2)cccc1,-3.579563392,2.6813,195.217
,C900,AOGQPLXWSUTHQB-UHFFFAOYSA-N,CCCCCCOC(=O)C,-2.46,2.1298,144.211
,C5153,AOHWZLNRXYUCPR-UHFFFAOYSA-N,CC(OC(=O)c1ccccc1)CN1CCCCC1C,-3.277368327,3.0442,261.359
,C4441,AOJJSUZBOXZQNB-TZSSRYMLSA-N,OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H](N)[C@@H]([C@@H](O2)C)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC,-3.767484409,0.7016,543.519
,C4446,AOJJSUZBOXZQNB-VTZDEGQISA-N,OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H](N)[C@H]([C@@H](O2)C)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC,-3.766736592,0.7016,543.519
,C5396,AOMUHOFOVNGZAN-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)N(CCO)CCO,-3.104444809,2.7205,287.438
,C4438,AOPDRZXCEAKHHW-UHFFFAOYSA-N,CCCCCOCCCCC,-3.768719873,3.3834,158.281
,C4886,AOPGIPYEZTWCFO-UHFFFAOYSA-M,CCCCCCCC1(C)OC(=O)[N-]C1=O.[Na+],-3.470087925,2.4866,235.255
,C5907,AOQRGHOMWDKWEI-UHFFFAOYSA-N,CCCCOc1c(OC)cccc1C(=O)OCCN(C)C.CI,-2.774510004,3.6437,437.313
,C9675,AOUFQWSQOJRJEW-UHFFFAOYSA-N,Oc1ccccc1[N+](C)(C)C.[Br-],0.634285567,-1.4071,232.118
,C8328,AOZOQYULWUHLSQ-UHFFFAOYSA-N,CCOP(=O)(OP(=O)(N(C)C)N(C)C)OCC,-1.063526289,2.4154,288.218
,C7467,APALRPYIDIBHQN-UHFFFAOYSA-N,OCC1(CC1)c1ccccc1,-1.75924315,1.7105,148.202
,C3390,APBVLLORZMAWKI-UHFFFAOYSA-N,NC(=O)C1c2ccccc2CCc2c1cccc2,-4.638029222,3.1027,237.296
,C9651,APCZGLLBEWTYMV-UHFFFAOYSA-M,C[N+]1=C(C)SCC1.[I-],0.614204322,-2.2433,243.109
,C8070,APDNCRBSYUOIKC-UHFFFAOYSA-N,CCn1cnc2c1[nH]cnc2=S,-1.295353895,1.5088,180.23
,C7844,APEJMQOBVMLION-VOTSOKGWSA-N,NC(=O)/C=C/c1ccccc1,-1.496667103,1.8854,147.174
,C8924,APHORMBLIBPERX-UHFFFAOYSA-L,CC[N+](CCCCCCc1ccc(cc1)[N+](CC)(CC)CC)(CC)CC.[I-].[I-],-0.341195074,0.041,616.444
,C5539,APIXMWJMJACVBU-CMDGGOBGSA-N,C#CC(NC(=O)/C=C/c1cc(OC)c(c(c1)OC)OC)(C)C,-3.018062463,2.6445,303.353
,C8690,APJYDQYYACXCRM-UHFFFAOYSA-N,NCCc1c[nH]c2c1cccc2,-0.686071203,2.3694,160.216
,C9594,APKDPOQXVKRLEP-UHFFFAOYSA-L,[O-]C(=O)CCC(=O)C.[O-]C(=O)CCC(=O)C.[Ca+2],0.568163579,-1.789,270.293
,C5419,APKFDSVGJQXUKY-INPOYWNPSA-N,O[C@@H]1CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@H]([C@@H](O2)C[C@H](/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H]([C@H]([C@H]([C@@H](OC(=O)C[C@@H](C1)O)C)C)O)C)O[C@@H]1O[C@H](C)[C@H]([C@@H]([C@@H]1O)N)O)C(=O)O,-3.090653477,1.412,924.079
,C5440,APKRUWBFFNIPGU-FLNCGGNMSA-N,Cn1ccn(/c/1=C/[NH+]=O)COC1CCCCCCCCCCC1.[Cl-],-3.073638882,-0.6559,357.919
,C6243,APOAEUBPCAZTDV-HWKANZROSA-N,CC(NC(=O)/C=C/c1ccc(o1)[N+](=O)[O-])C,-2.567048835,2.6397,224.213
,C9205,APPCGOGGJODGIM-UHFFFAOYSA-M,CC(C[N+](C)(C)C)OC(=O)c1ccccc1.[I-],0.147106909,-1.0579,349.208
,C421,APQSQLNWAIULLK-UHFFFAOYSA-N,Cc1ccc(c2c1cccc2)C,-4.1399999,3.4566,156.224
,C356,APSMUYYLXZULMS-UHFFFAOYSA-N,Brc1ccc2c(c1)cccc2,-4.4000001,3.6023,207.067
,C1919,APTGJECXMIKIET-WOSSHHRXSA-N,CCCCCCC(=O)O[C@@]1(C#C)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12,-7.701194763,6.0138,410.589
,C2578,APUSEOXZOIWVBF-RZWQWLLSSA-N,COc1ccc(cc1)C(=O)CN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2.Cl,-5.692892577,5.082,427.964
,C5987,APUYIVHTTCCVMF-UHFFFAOYSA-N,Brc1ccc2c(c1)oc(n2)N,-2.726388931,2.7537,213.031
,C5422,APYAPSPMAOAUDX-UHFFFAOYSA-N,CCCCOc1ccc(cc1C)CC(=O)NO,-3.085261297,2.6127,237.295
,C8894,APYXNTXUDKPUKD-UHFFFAOYSA-M,CCCOC(=O)CO[NH3+].[Cl-],-0.38063395,-3.8829,169.607
,C2101,APZDIQXJAZNFJM-UHFFFAOYSA-N,CC(OC(=O)N1c2ccccc2Sc2c1nccc2)CN(C(C)C)C(C)C.Cl,-6.799869877,6.1952,421.984
,C4136,APZVCLYXVHJXNZ-UHFFFAOYSA-N,CCC1CNC(=O)OC21CCN(CC2)CCCC(=O)c1ccc(cc1)F,-4.013935008,3.6559,362.438
,C5355,AQAWTFCMNPKTDA-UHFFFAOYSA-N,CCCC(C(=O)Nc1ncccn1)CCC,-3.130145416,2.7045,221.299
,C498,AQCHWTWZEMGIFD-JTQLQIEISA-N,C[C@H]1Nc2cc(Cl)c(cc2C(=O)N1c1ccccc1C)S(=O)(=O)N,-3.78,4.6982,365.835
,C4425,AQCHWTWZEMGIFD-UHFFFAOYSA-N,CC1Nc2cc(Cl)c(cc2C(=O)N1c1ccccc1C)S(=O)(=O)N,-3.782964379,4.6982,365.835
,C5242,AQDHMDFRPGSAQA-UHFFFAOYSA-N,CCC(=O)N1C2CCC1CN(C2)CC#Cc1ccccc1,-3.212798581,1.9991,282.38
,C1399,AQGSZYZZVTYOMQ-UHFFFAOYSA-N,CCCC(C(=O)C)C(=O)C,-0.88,1.5807,142.196
,C1687,AQHHHDLHHXJYJD-UHFFFAOYSA-N,OC(COc1cccc2c1cccc2)CNC(C)C	,-3.49 ,2.9684,259.343
,C1287,AQIXAKUUQRKLND-UHFFFAOYSA-N,N#C/N=C(/NCCSCc1nc[nH]c1C)\NC,-1.35,1.37918,252.339
,C1527,AQIXEPGDORPWBJ-UHFFFAOYSA-N,CCC(CC)O,-0.23999999,1.1673,88.1482
,C1842,AQJLRRRVSDFMAQ-UHFFFAOYSA-M,COc1cc(C[N+]2(CCCCC2)CCOCCC2CCC3CC2C3(C)C)c(cc1OC)Br.[Br-],-8.456581962,3.4088,589.443
,C969,AQNQQHJNRPDOQV-UHFFFAOYSA-N,BrC1CCCCC1,-2.3,2.714,163.056
,C3285,AQSPXARZCISSGN-UHFFFAOYSA-N,O=C(c1c(C)c(C)cc(c1C)C)Nc1ccncc1.Cl,-4.752617827,4.4425,290.788
,C2394,AQSRVUPXTRIBEU-UHFFFAOYSA-N,COC1(CCC(CC1)NCCCC(=O)c1ccc(cc1)F)c1ccc(cc1)C.COC1(CCC(CC1)NCCCC(=O)c1ccc(cc1)F)c1ccc(cc1)C.Cl.Cl.O,-6.034186756,12.6637,857.935
,C2177,AQTQHPDCURKLKT-JKDPCDLQSA-N,OS(=O)(=O)O.O=CN1c2cc(OC)c(cc2[C@]23[C@@H]1[C@@](O)(C(=O)OC)[C@H](OC(=O)C)[C@]1([C@@H]3N(CC2)CC=C1)CC)[C@]1(C[C@@H]2CN(CCc3c1[nH]c1c3cccc1)C[C@](C2)(O)CC)C(=O)OC,-6.55091772,4.5222,923.036
,C9098,AQWXWWDWJQADPU-UYXJWNHNSA-N,N[C@@H]1CC[C@H]1CS.Cl,-0.028220947,2.1558,153.673
,C4344,AQXXZDYPVDOQEE-MXDQRGINSA-N,OC(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)O.CN1CCCN=C1/C=C/c1cccs1,-3.847428092,6.2602,594.677
,C9939,ARCZSDSOONGBRX-UHFFFAOYSA-N,[O-][N+](=O)NC,1.118872229,0.3116,76.0547
,C7392,ARFHIAQFJWUCFH-IZZDOVSWSA-N,CC1CS(=O)(=O)CCN1/N=C/c1ccc(o1)[N+](=O)[O-],-1.824145653,2.1825,287.292
,C1692,ARHWPKZXBHOEEE-UHFFFAOYSA-N,C=CCOc1ccc(cc1Cl)CC(=O)O	,-3.13 ,2.5319,226.656
,C7351,ARJLAWSLOIDWQW-UHFFFAOYSA-N,OCCNc1ccc(cc1C(=O)N)Cl,-1.842755345,1.6164,214.649
,C7343,ARKDNMZXRXKLOV-UHFFFAOYSA-N,CC(CNCCOC(=O)c1ccc(cc1)N)C.Cl,-1.850340667,3.4453,272.771
,C9277,ARMSUXRJKXTMGX-UHFFFAOYSA-L,CC[N+](CCOC(=O)CC1C[N+]2(C)CCC1CC2)(CC)C.[I-].[I-],0.25784066,-4.1407,552.273
,C4268,ARPYQKTVRGFPIS-UHFFFAOYSA-N,OC(=O)C(c1ccc2c(c1)nc(o2)c1ccc(cc1)F)C,-3.905033823,3.822,285.27
,C81,ARSRBNBHOADGJU-UHFFFAOYSA-N,Cc1c2ccc3c(c2c(c2c1cccc2)C)cccc3,-7.02,5.763,256.341
,C5838,ARWPUAOHSSHEBZ-UHFFFAOYSA-N,OCCNC(CC12CC3CC(C2)CC(C1)C3)C.Cl,-2.821554764,3.7562,273.842
,C8545,ARZNUKACBZOBTQ-IRIIKGHASA-N,C=CCC(OCn1ccn(/c/1=C/[NH+]=O)C)CCC=C.[Cl-],-0.857110929,-2.4183,299.796
,C3839,ASEVFPLMGHLBMI-RANVTSCRSA-N,OC(=O)C(=O)[O-].CCCCOc1c(OC)cccc1C(=O)NCCO/[NH+]=C(/CC)\C,-4.218264707,-0.3012,426.461
,C4030,ASFIIEDZBJDLBD-UHFFFAOYSA-N,CCCCN1CCC(CC1)(OC(=O)CC)c1cccs1.Cl,-4.08803664,4.5324,331.901
,C3895,ASKZGJDEXADJKD-UHFFFAOYSA-N,O=C(CCc1ccccc1)OCCCN1CCCCC1C,-4.178225825,3.3648,289.412
,C6476,ASLNITXQJFGECM-UHFFFAOYSA-N,BrC1CC(C)(C)N(C(C1)(C)C)C,-2.430032404,2.9706,234.176
,C5533,ASQZBIDTYBYRLK-UHFFFAOYSA-N,Oc1ccc(cc1)C(=O)OCCCN1CCCCC1C,-3.019804234,2.7514,277.359
,C8206,ASSKVPFEZFQQNQ-UHFFFAOYSA-N,O=c1oc2c([nH]1)cccc2,-1.178321093,1.1211,135.12
,C106,ASVDRLYVNFOSCI-UHFFFAOYSA-N,Cc1cc2c(c3c1cccc3)ccc1c2cccc1,-6.5700002,5.4546,242.314
,C983,ASWVTGNCAZCNNR-UHFFFAOYSA-N,Nc1ccc(cc1)S(=O)(=O)Nc1nc(C)cc(n1)C,-2.27,3.2114,278.33
,C9264,ASXBYYWOLISCLQ-HZYVHMACSA-N,OC[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H]([C@H]([C@@H]3N=C(N)N)O)N=C(N)N)O[C@H]([C@]2(O)CO)C)[C@H]([C@@H]([C@H]1O)O)NC,0.233887686,-5.1756,583.59
,C4781,ASXOEJHJTPVQQL-PZAJBRPHSA-N,CN(CC/C=C/1\C2CC3CC1CC(C2)C3)C.Cl,-3.55608187,4.1226,255.827
,C9703,ATADHKWKHYVBTJ-FVGYRXGTSA-N,CNC[C@@H](c1ccc(c(c1)O)O)O.Cl,0.658239155,1.5435,219.665
,C9706,ATADHKWKHYVBTJ-SBSPUUFOSA-N,CNC[C@H](c1ccc(c(c1)O)O)O.Cl,0.658239155,1.5435,219.665
,C9705,ATADHKWKHYVBTJ-UHFFFAOYSA-N,CNCC(c1ccc(c(c1)O)O)O.Cl,0.658239155,1.5435,219.665
,C5597,ATAJVFBUUIBIEO-UHFFFAOYSA-N,Oc1ccc(c2c1CCC2)Cl,-2.977221657,2.5343,168.62
,C4767,ATCGDUNXIDLZOF-UHFFFAOYSA-N,CCCCC(COC(=O)N)(COC(=O)NCC=C)C,-3.565301198,3.2816,272.341
,C5946,ATCGGEJZONJOCL-UHFFFAOYSA-N,Clc1ccc(c(c1)c1nc(N)nc(n1)N)Cl,-2.750763189,3.1722,256.091
,C8251,ATDJBVLEABOLOI-UHFFFAOYSA-M,CC(=CC=CN1CCCCC1)C=[N+]1CCCCC1.[Cl-],-1.129346085,0.1002,282.852
,C7668,ATEFPOUAMCWAQS-UHFFFAOYSA-N,O=c1ccc2c(o1)c(O)c(cc2)O,-1.616090034,1.2042,178.142
,C6282,ATFNSNUJZOYXFC-RQJHMYQMSA-N,O=C1[C@@H]2O[C@@H]2C(=O)C(=C1O)C,-2.545199487,-0.2624,154.12
,C9330,ATGTZMGMKSLCDM-UHFFFAOYSA-L,O=C(C1CC2CC[N+]1(C)CC2)OCC[N+](C)(C)C.[I-].[I-],0.292260388,-5.1685,510.193
,C9869,ATHGHQPFGPMSJY-UHFFFAOYSA-N,NCCCNCCCCN,0.837883859,1.4552,145.246
,C5283,ATHNPVQWHCXXBZ-UHFFFAOYSA-N,CCCCC(COC(=O)N)(COC(=O)NC)CC,-3.17498166,3.1155,260.33
,C5282,ATJFNCBLTADTPP-UHFFFAOYSA-N,CCCNC(=O)OCC(COC(=O)N)(CC)CC,-3.17498166,3.1155,260.33
,C3859,ATLJNLYIJOCWJE-CWMZOUAVSA-N,O[C@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@]31O[C@@H]3C[C@@H]2c1ccc(=O)oc1)C)C,-4.197168745,4.2583,384.508
,C262,ATROHALUCMTWTB-WYMLVPIESA-N,CCOP(=S)(O/N=C(/c1ccccc1)\C#N)OCC,-4.8600001,3.87898,298.298
,C1094,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,CCC,-1.9400001,1.4163,44.0956
,C9568,AUAHHJJRFHRVPV-BZDVOYDHSA-N,CC[C@H](NCCN[C@H](CO)CC)CO.Cl.Cl,0.534425972,2.0932,277.232
,C4562,AUDJIMCCPSCDGO-UHFFFAOYSA-N,CC1CCCCN1CCCOCc1ccccc1,-3.690076718,3.4056,247.376
,C5008,AUEJBFDAJLTUHB-UHFFFAOYSA-N,CCCCCCCCCCCNCCSS(=O)(=O)O,-3.379513291,5.1145,311.504
,C8764,AUEOTIKUFDLLHS-UHFFFAOYSA-N,NCCCCCCF,-0.564330952,2.1753,119.18
,C7272,AUERTJOCDMCUAL-UHFFFAOYSA-N,CNC(CCC=C(C)C)C.Cl,-1.913266796,3.5336,177.715
,C8305,AUFSOOYCQYDGES-UHFFFAOYSA-N,CNCC(c1ccccc1)C,-1.094695264,2.4004,149.233
,C80,AUGNBQPSMWGAJE-UHFFFAOYSA-N,Clc1ccc(c(c1Cl)Cl)c1cccc(c1Cl)Cl,-7.0500002,6.6206,326.433
,C6168,AUHOMZNEERYDEN-JXMROGBWSA-N,CN1C2CCC1CN(C2)C(=O)/C=C/c1ccccc1,-2.61295161,1.8806,256.343
,C592,AUHZEENZYGFFBQ-UHFFFAOYSA-N,Cc1cc(C)cc(c1)C,-3.4000001,2.6118,120.192
,C3014,AUILENMSDXFKBX-UHFFFAOYSA-N,Brc1ccc(nc1)OCCCCCCCCN1CCSC1.Cl,-5.095387713,5.3097,409.812
,C5886,AUJBYHKZNPPODV-DAXSKMNVSA-N,C/C=C(\C(=O)NC(=O)N)/CCCC,-2.788260313,2.409,184.236
,C6858,AUJXJFHANFIVKH-GQCTYLIASA-N,COC(=O)/C=C/c1ccc(c(c1)OC)O,-2.172379806,1.587,208.211
,C282,AUKRYONWZHRJRE-UHFFFAOYSA-N,Oc1c2ccccc2cc2c1cccc2,-4.73,3.6986,194.229
,C6486,AULKDLUOQCUNOK-UHFFFAOYSA-N,OC(=O)c1cc(Cl)c(c(c1)Cl)O,-2.422221171,2.3972,207.011
,C521,AUNGANRZJHBGPY-MBNYWOFBSA-N,OC[C@@H]([C@@H]([C@@H](Cn1c2cc(C)c(cc2nc2c1nc(=O)[nH]c2=O)C)O)O)O,-3.6800001,-1.6752,376.364
,C4634,AUNGANRZJHBGPY-SCRDCRAPSA-N,OC[C@H]([C@H]([C@H](Cn1c2cc(C)c(cc2nc2c1nc(=O)[nH]c2=O)C)O)O)O,-3.647832984,-1.6752,376.364
,C7286,AUODDLQVRAJAJM-XJQDNNTCSA-N,CCC[C@H]1CN([C@@H](C1)C(=O)N[C@@H]([C@H]1O[C@H](SC)[C@@H]([C@H]([C@H]1O)O)O)[C@@H](Cl)C)C.Cl,-1.899938165,1.5203,461.444
,C5501,AUQXBIOKBXZSPG-UHFFFAOYSA-N,N#CSc1ccc(cc1)Cl,-3.039160748,2.91318,169.631
,C2875,AURFZBICLPNKBZ-FZCSVUEKSA-N,O[C@H]1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C,-5.258091943,4.5952,318.493
