Name,Octanol-water partition coefficient,Molecular weight,Number of rotatable bonds,HAcceptors,HDonor,Aromatic Proportion,NumValenceElectrons,logS,Label,Difference
PCOQOGIDTIFQAM-XFULWGLBSA-N,-0.783,331.843,2,2,3,0.5217391304,122,-4.140717493,-4.174420681,0.0337031883
WROUIBGUWODUPA-UHFFFAOYSA-N,-1.04558,291.222,6,1,2,0.3333333333,102,-2.855689199,-2.821789451,0.03389974776
DCUJJWWUNKIJPH-UHFFFAOYSA-N,3.5617,230.909,0,1,0,0.5454545455,60,-3.76,-3.725847722,0.0341522784
JNMRHUJNCSQMMB-UHFFFAOYSA-N,1.5261,255.324,3,5,2,0.6875,84,-2.4300001,-2.46420757,0.03420746976
GOZBHBFUQHMKQB-UHFFFAOYSA-N,2.89216,248.37,5,2,1,0.3333333333,100,-3.07019964,-3.035990308,0.03420933177
SEBFKMXJBCUCAI-HKTJVKLFSA-N,2.3627,482.441,4,10,5,0.5142857143,182,-3.794703257,-3.829231599,0.03452834197
YPIFLXOVPCARGI-UHFFFAOYSA-N,2.3902,147.177,1,2,0,0.8181818182,56,-2.630020851,-2.595329947,0.03469090353
ISVQQJRVLCFYMV-UHFFFAOYSA-N,2.62702,217.228,2,3,2,0.6875,82,-2.796586329,-2.761866088,0.03472024073
QWUWMCYKGHVNAV-UHFFFAOYSA-N,3.4718,182.266,3,0,0,0.8571428571,70,-4.6199999,-4.654822548,0.03482264783
FYOZSKRVTISLHE-UHFFFAOYSA-N,3.1229,268.268,2,4,0,0.7,100,-3.528201759,-3.493282953,0.0349188058
QSFKGMJOKUZAJM-JXMYBXCISA-M,0.5198,362.352,6,2,0,0,124,-2.354468139,-2.31933118,0.03513695929
VLLNJDMHDJRNFK-UHFFFAOYSA-N,1.9475,152.237,0,1,1,0,62,-1.629852001,-1.594631254,0.03522074722
QISTUHYRFABJSG-UHFFFAOYSA-N,1.5624,176.263,1,2,0,0.4615384615,70,-0.132217805,-0.09687743783,0.03534036717
AAQFEENIXHFFDP-UHFFFAOYSA-N,0.0373,242.271,7,5,3,0.3529411765,96,-1.397529698,-1.432967992,0.03543829366
FBRXLSJWUNGLDK-UHFFFAOYSA-N,1.6326,246.307,6,4,2,0,100,-2.590759694,-2.55520142,0.03555827441
VZWXXKDFACOXNT-UHFFFAOYSA-N,3.7692,490.553,14,9,1,0.1714285714,192,-5.500354247,-5.464416288,0.03593795886
LBOKTHVXIPFAJO-UHFFFAOYSA-N,2.7009,210.273,7,2,1,0,84,-2.872534382,-2.90869643,0.03616204833
PJFNNMFXEVADGK-UHFFFAOYSA-N,0.6174,151.165,2,2,2,0.5454545455,58,-0.44705746,-0.4832244682,0.03616700823
ALEXXDVDDISNDU-VVCDUNCFSA-N,2.3524,404.503,3,6,2,0,160,-4.3000002,-4.263587654,0.03641254636
JTLNSLROLLWUCQ-UHFFFAOYSA-N,3.1473,238.419,4,2,0,0,100,-2.674910344,-2.712052181,0.03714183721
WEXRUCMBJFQVBZ-UHFFFAOYSA-N,1.185,226.276,4,3,2,0,90,-2.522896659,-2.56004626,0.03714960081
BDJRBEYXGGNYIS-UHFFFAOYSA-N,1.8863,188.223,8,2,2,0,76,-1.89,-1.852709323,0.03729067706
HAPOVYFOVVWLRS-UHFFFAOYSA-N,0.4492,141.17,1,2,1,0,56,-0.556234825,-0.5937327777,0.03749795268
BWBRTQPXRCBQSJ-UHFFFAOYSA-N,0.0963,274.323,10,4,4,0,100,-0.433929781,-0.471524712,0.03759493096
PFQDPIRIPKGLJL-UHFFFAOYSA-N,-3.2429,259.733,6,3,1,0.3529411765,96,-1.007981952,-1.045758611,0.03777665889
RASQWFNMYUIFFE-UHFFFAOYSA-N,1.5445,235.284,4,4,1,0,86,-2.138075695,-2.175912038,0.03783634309
KHRKUWZXZWEMKO-UHFFFAOYSA-N,4.499,283.887,3,1,0,0,110,-4.646960942,-4.609112186,0.03784875572
YSKCXFJVTRCGGD-UHFFFAOYSA-N,3.2813,478.228,11,6,2,0.2727272727,126,-4.031262266,-3.993271557,0.03799070935
YFJWYKLLZFEYFL-UHFFFAOYSA-N,3.7847,258.083,0,0,0,0,94,-4.210369022,-4.172273653,0.03809536945
LIAPJIQUUKLLDZ-UHFFFAOYSA-N,4.6865,455.551,10,7,2,0.4545454545,178,-4.810964336,-4.849081123,0.03811678702
RSVYIRQHLXEENT-UHFFFAOYSA-N,3.6,333.192,5,4,2,0.55,106,-3.928285057,-3.890082608,0.03820244943
UHDGCWIWMRVCDJ-XVFCMESISA-N,-2.563,243.219,2,8,4,0.3529411765,94,-0.141225719,-0.1795321451,0.03830642611
WCORBEUIUCKPIG-UHFFFAOYSA-N,2.4663,327.472,8,3,1,0.4166666667,130,-3.284725224,-3.323682447,0.03895722308
YCBIFQTZAQVLTQ-UHFFFAOYSA-N,1.4186,164.164,1,4,1,0.75,62,-1.679983805,-1.719378439,0.03939463379
REQFWARMBJWJAQ-UHFFFAOYSA-N,0.6077,262.718,3,3,2,0.375,88,-1.706823613,-1.746235681,0.03941206773
CUMDOJBQHHXABV-UHFFFAOYSA-N,1.6446,220.316,6,2,1,0.375,88,-2.635475842,-2.675358323,0.03988248056
BTFHIKZOEZREBX-UHFFFAOYSA-N,-0.3803,220.232,2,6,0,0.5625,84,-1.596246204,-1.636192615,0.03994641107
URLKBWYHVLBVBO-UHFFFAOYSA-N,2.30344,106.168,0,0,0,0.75,42,-2.77,-2.809999943,0.03999994278
WEXRUCMBJFQVBZ-SSDOTTSWSA-N,1.185,226.276,4,3,2,0,90,-2.52,-2.56004626,0.04004625981
KXZSVYHFYHTNBI-UHFFFAOYSA-N,2.89739,161.229,0,1,1,0.9090909091,54,-2.799184339,-2.839865663,0.04068132365
YAJCYOUHZABXFT-UHFFFAOYSA-N,-0.0754,196.162,2,4,4,0.4285714286,74,-1.288293507,-1.24740293,0.04089057659
QAHFOPIILNICLA-UHFFFAOYSA-N,2.9067,239.318,3,1,0,0.6666666667,92,-2.98,-2.93898876,0.04101124033
KWAYEPXDGHYGRW-UHFFFAOYSA-N,0.6937,166.136,2,3,1,0.5,62,-1.461022553,-1.502126883,0.04110433036
CZSWOHZGKULBMJ-UHFFFAOYSA-N,2.82782,370.496,10,6,2,0.4166666667,132,-2.917489087,-2.958869995,0.04138090818
KVYGGMBOZFWZBQ-UHFFFAOYSA-N,2.4386,213.236,3,3,0,0.75,80,-2.806025193,-2.764497751,0.041527442
QUGUFLJIAFISSW-UHFFFAOYSA-N,1.9648,114.094,0,0,0,0.75,42,-1.97,-1.928152871,0.04184712924
TWUSOZWGHHLYHF-UHFFFAOYSA-N,2.6125,369.461,7,5,2,0.4444444444,144,-2.853238842,-2.811391157,0.04184768509
KDYFGRWQOYBRFD-UHFFFAOYSA-N,-0.0642,118.088,3,2,2,0,46,-0.2,-0.2421280006,0.04212800056
WJNNTTIXPJJQJD-UHFFFAOYSA-N,1.95038,133.191,4,2,0,0,46,-2.000600446,-2.042759908,0.04215946204
HPGCBEMVWCCLIT-UHFFFAOYSA-N,3.0659,308.853,5,2,0,0.2857142857,116,-3.425289631,-3.382898748,0.04239088308
CXUDIIIEZHHTDL-UHFFFAOYSA-N,0.72098,175.191,3,3,2,0.4615384615,66,-1.171261869,-1.213737804,0.04247593529
NWTFHWBGRKKUPK-UHFFFAOYSA-N,-1.0413,236.746,1,0,2,0.5625,86,-1.822827149,-1.865430133,0.04260298352
DXHYQIJBUNRPJT-UHFFFAOYSA-N,1.8107,246.31,6,3,2,0.3333333333,96,-2.592969511,-2.550355528,0.0426139833
CLMSSAXBOFCANU-UHFFFAOYSA-N,3.4312,353.713,6,4,0,0.3333333333,102,-3.015884364,-3.058889318,0.04300495351
CQCDYXIFOXRWDK-UHFFFAOYSA-N,2.0305,153.269,1,1,1,0,64,-1.752485033,-1.795614519,0.04312948552
FNJOIKRNARYXHW-UHFFFAOYSA-N,2.0305,153.269,1,1,1,0,64,-1.752485033,-1.795614519,0.04312948552
QHCPEVCCVPNQHM-UHFFFAOYSA-N,3.4186,209.248,2,2,0,0.9375,78,-4.122004229,-4.078577572,0.04342665689
WGROOPOBLKUOMN-GQCTYLIASA-N,1.7641,211.173,4,5,0,0.3333333333,80,-2.924791677,-2.881182866,0.04360881102
UPMXNNIRAGDFEH-UHFFFAOYSA-N,2.78888,276.915,0,2,1,0.5454545455,56,-3.3299999,-3.374043004,0.04404310362
BSXDHIQUZKZSEK-UHFFFAOYSA-N,-0.44206,319.876,6,1,1,0.5454545455,120,-3.899672524,-3.943788743,0.04411621902
RNFMKVCEDRZYHI-UHFFFAOYSA-N,-0.44206,319.876,6,1,1,0.5454545455,120,-3.899672524,-3.943788743,0.04411621902
VZIVJQXNNVIFLG-UHFFFAOYSA-N,-0.44206,319.876,6,1,1,0.5454545455,120,-3.899672524,-3.943788743,0.04411621902
FVQFIRWEWAQNBZ-UHFFFAOYSA-N,4.0127,257.849,4,1,1,0,100,-3.961111307,-4.005246065,0.04413475766
NVINOPOHEGEHMH-UHFFFAOYSA-N,1.12068,285.307,4,7,2,0.5714285714,108,-2.733089978,-2.7774505,0.04436052153
UEECHQPWQHYEDE-UHFFFAOYSA-N,4.4273,421.025,10,3,0,0.4137931034,162,-5.300022335,-5.255351987,0.04467034782
IZRPKIZLIFYYKR-UHFFFAOYSA-N,3.2178,255.361,6,2,0,0.6315789474,100,-2.912721655,-2.957451925,0.04473026968
GWTVMUKCRYINJA-UHFFFAOYSA-N,3.967,278.311,3,3,1,0.8095238095,104,-4.189257867,-4.144225271,0.04503259625
HVFCLQQFFYUROM-XJQFHKDFSA-N,4.6721,472.969,5,6,1,0.3636363636,176,-5.641406166,-5.686479331,0.04507316525
KCLANYCVBBTKTO-UHFFFAOYSA-N,2.5562,294.395,9,5,1,0.2857142857,118,-2.943108463,-2.988409952,0.04530148893
ODJHQMBSMIPWOW-UHFFFAOYSA-N,4.4384,288.262,4,1,0,0.3333333333,102,-4.121321877,-4.166655018,0.04533314133
CAJIGINSTLKQMM-UHFFFAOYSA-N,2.5562,294.395,9,5,1,0.2857142857,118,-2.942591138,-2.988409952,0.04581881393
IMQPGJKTCYTPEI-UHFFFAOYSA-N,3.812,219.328,7,2,1,0.375,88,-3.962696177,-3.916695224,0.04600095295
BITRJBQGQMGGQI-UHFFFAOYSA-N,2.7341,269.772,2,3,0,0.3333333333,100,-2.542812564,-2.496450969,0.04636159502
KEUMBYCOWGLRBQ-UHFFFAOYSA-N,3.639,178.275,2,1,1,0.4615384615,72,-3.700862068,-3.747453626,0.04659155839
UVKXJAUUKPDDNW-NSCUHMNNSA-N,1.47618,81.118,1,1,0,0,32,-0.95999998,-1.007264589,0.04726460943
DBGIVFWFUFKIQN-VIFPVBQESA-N,3.2459,231.261,4,1,1,0.375,90,-2.749207042,-2.796496887,0.04728984536
MPPPKRYCTPRNTB-UHFFFAOYSA-N,2.1814,137.02,2,0,0,0,32,-2.3699999,-2.417321513,0.0473216133
RMGHERXMTMUMMV-UHFFFAOYSA-N,1.0412,74.123,1,1,0,0,32,-0.059999999,-0.0126542451,0.0473457539
DBGIVFWFUFKIQN-UHFFFAOYSA-N,3.2459,231.261,4,1,1,0.375,90,-2.748996271,-2.796496887,0.04750061636
FQGSDDOBFKGGOF-UHFFFAOYSA-N,2.88032,290.86,9,4,2,0.3333333333,104,-2.908574634,-2.95612873,0.04755409558
NSJXKAZYJJSKSI-UHFFFAOYSA-N,2.88032,290.86,9,4,2,0.3333333333,104,-2.908574634,-2.95612873,0.04755409558
WDIZLVLUDKKQLC-UHFFFAOYSA-N,0.19138,391.983,9,2,1,0.4444444444,150,-5.114697424,-5.066990168,0.04770725591
XQPZMLWDJXTBRD-UHFFFAOYSA-N,1.86752,319.401,8,5,2,0.2608695652,126,-2.709151682,-2.756987883,0.04783620145
PEEJUZZCANIEIL-UHFFFAOYSA-N,2.8259,247.479,0,3,1,0.75,62,-3.527837028,-3.479750078,0.04808694968
SMXDRKKGVLJUFQ-UHFFFAOYSA-N,2.8259,247.479,0,3,1,0.75,62,-3.527837028,-3.479750078,0.04808694968
DSEVZPBSGUGCAY-UHFFFAOYSA-N,4.79,329.871,5,2,1,0.6086956522,122,-4.747488189,-4.795716131,0.04822794158
FNUHDZQFFYGALC-UHFFFAOYSA-N,0.9508,331.376,5,7,2,0.5,128,-2.747119922,-2.795399529,0.04827960674
MKMDMYXUXRAIMQ-UHFFFAOYSA-N,4.52392,441.443,7,4,1,0.4137931034,162,-4.752217708,-4.70386091,0.04835679806
QGQQPPFXESPMCO-UHFFFAOYSA-N,2.1767,243.69,5,3,2,0.375,88,-2.79688276,-2.748412315,0.04847044499
FWTLMXBRDIEOJQ-UHFFFAOYSA-N,2.099,200.351,4,1,0,0,76,-2.071327397,-2.022817917,0.04850947968
QIMMUPPBPVKWKM-UHFFFAOYSA-N,3.14822,142.201,0,0,0,0.9090909091,54,-3.77,-3.81911244,0.04911243995
OXZCDNQVGNORAH-UHFFFAOYSA-M,0.9051,465.379,5,2,0,0.4615384615,140,-3.4424975,-3.491683783,0.04918628294
VRJLVIBIRBMQHY-KHPPLWFESA-N,2.5682,203.285,2,1,0,0.4,80,-2.898172211,-2.848679771,0.04949244002
VRJLVIBIRBMQHY-ZHACJKMWSA-N,2.5682,203.285,2,1,0,0.4,80,-2.898172211,-2.848679771,0.04949244002
SAAYZFAHJFPOHZ-UHFFFAOYSA-N,1.212,145.165,0,3,1,0.9090909091,54,-1.362452409,-1.411969637,0.04951722842
ACRBVLNVNAEIRT-UHFFFAOYSA-N,1.4833,203.282,5,3,1,0,84,-2.165084125,-2.115491399,0.04959272556
VVNYEECDRVTLHM-UHFFFAOYSA-N,1.4833,203.282,5,3,1,0,84,-2.165084125,-2.115491399,0.04959272556
DQZCVNGCTZLGAQ-UHFFFAOYSA-N,2.3705,198.31,1,1,1,0,82,-2.3599999,-2.310384587,0.04961531325
VDOLRBJLUIFCGO-UHFFFAOYSA-N,4.8069,332.9,3,3,0,0.5454545455,116,-5.732015598,-5.781774742,0.04975914401
ZPUCINDJVBIVPJ-LXTVHRRPSA-N,1.8677,303.358,3,5,0,0.2727272727,118,-2.23,-2.279884287,0.04988428652
IVSZLXZYQVIEFR-UHFFFAOYSA-N,2.30344,106.168,0,0,0,0.75,42,-2.8199999,-2.769999981,0.04999991907
LOUPRKONTZGTKE-ITHTXLDVSA-N,3.1732,324.424,4,4,1,0.4166666667,126,-2.76,-2.809999943,0.04999994278
GPTQBJOBBYXFDM-UHFFFAOYSA-N,1.6195,246.307,7,4,2,0,100,-2.6126023,-2.662762839,0.0501605386
LOKBBQTULLXLQG-UHFFFAOYSA-N,1.6195,246.307,7,4,2,0,100,-2.6126023,-2.662762839,0.0501605386
OQOHSPIPPVKMOW-UHFFFAOYSA-N,1.6195,246.307,7,4,2,0,100,-2.6126023,-2.662762839,0.0501605386
OVMFJEGBXVTDOL-UHFFFAOYSA-N,1.6195,246.307,7,4,2,0,100,-2.6126023,-2.662762839,0.0501605386
PMEBEBFMHFRYOR-UHFFFAOYSA-N,1.6195,246.307,7,4,2,0,100,-2.6126023,-2.662762839,0.0501605386
CJYXCQLOZNIMFP-UHFFFAOYSA-N,1.0667,127.187,0,1,1,0,52,-0.334917703,-0.2846820352,0.05023566778
KPWDGTGXUYRARH-UHFFFAOYSA-N,1.3489,149.404,0,1,1,0,38,-0.253691061,-0.2034540658,0.05023699517
ZPQAKYPOZRXKFA-UHFFFAOYSA-N,3.7161,170.296,8,1,0,0,72,-3.532234468,-3.481810545,0.05042392267
ADRPZEYTIFWCBC-UHFFFAOYSA-N,2.7721,217.243,2,1,0,0.625,82,-2.809315891,-2.758563498,0.05075239319
DUTKSCXDHLBQRC-UHFFFAOYSA-N,3.00612,335.444,7,5,0,0.25,134,-3.809616685,-3.860474837,0.05085815183
MAFFCSDANSLBTB-UHFFFAOYSA-N,4.5112,301.861,4,1,1,0.5714285714,112,-4.404255729,-4.353179509,0.05107621951
RYAPRJDMWXYXKI-UHFFFAOYSA-N,1.4516,302.334,5,7,2,0.5454545455,116,-2.344400907,-2.293318008,0.05108289941
VUXURAAEUBMRKC-YGICXTQQSA-N,3.5297,466.644,3,5,3,0.1875,180,-4.747813111,-4.799095634,0.05128252282
TWLUQYYWLRMIFH-UHFFFAOYSA-N,4.3918,275.823,6,1,1,0.6315789474,102,-3.964954582,-3.913654156,0.05130042627
PNWVOLKZHJEWQU-UHFFFAOYSA-N,2.3339,198.225,2,2,1,0.8,74,-2.416916673,-2.46837774,0.05146106673
RIAFEOJNYOXQED-UHFFFAOYSA-M,2.6008,421.028,5,1,0,0.4,158,-4.439616443,-4.49134269,0.05172624684
ZQPXSRTZFYHSFB-UHFFFAOYSA-N,2.8412,368.477,8,5,1,0.4444444444,144,-3.11004434,-3.058170076,0.05187426384
WQOSZFNCFHKQTA-UHFFFAOYSA-N,-0.99883,298.321,1,5,4,0,112,-1.099925289,-1.047996705,0.05192858412
ZLEOLTREQNOWMM-UHFFFAOYSA-N,1.6157,232.066,2,2,1,0.4285714286,74,-2.489382447,-2.437198195,0.05218425184
FBLJZPQLNMVEMR-UHFFFAOYSA-N,2.5154,160.22,2,1,1,0.75,62,-2.730500463,-2.782730837,0.05223037367
TUQLBASXUYTTNN-UHFFFAOYSA-N,1.2441,232.28,7,4,2,0,94,-2.164614693,-2.216898044,0.0522833515
TZGOOZDYIXRJPG-UHFFFAOYSA-N,2.9034,438.399,4,4,1,0.4137931034,158,-3.970690778,-3.918339813,0.05235096524
VACCAVUAMIDAGB-UHFFFAOYSA-N,1.22952,270.339,3,6,2,0.6470588235,90,-2.4100001,-2.462479818,0.05247971787
HTLIIBRHXAULMB-UHFFFAOYSA-N,2.1229,214.268,0,3,0,0.625,82,-2.471879111,-2.419248886,0.05263022504
IRYFCWPNDIUQOW-UHFFFAOYSA-N,3.6194,356.441,7,4,0,0.4615384615,138,-3.439717897,-3.492484417,0.05276651966
LPACBRAWRCXZGB-UHFFFAOYSA-N,3.76842,236.27,1,2,0,0.8888888889,88,-4.271661507,-4.324597211,0.05293570388
LJOZMWRYMKECFF-UHFFFAOYSA-N,3.5435,323.133,2,1,1,0.75,80,-4.21,-4.157047842,0.05295215786
JHEFOJNPLXSWNZ-UHFFFAOYSA-N,1.7841,153.156,1,1,1,0.5454545455,58,-1.78,-1.727009965,0.05299003462
USPWUOFNOTUBAD-UHFFFAOYSA-N,3.4009,236.061,0,0,0,0.4,84,-4.30262244,-4.248881858,0.05374058221
BCLVKHGKEGFPJV-UHFFFAOYSA-N,1.6034,166.176,3,3,1,0.5,64,-1.733429899,-1.679263189,0.05416670997
DUJCNGWLFREXBE-UHFFFAOYSA-N,2.6315,241.762,5,2,2,0.375,90,-2.315196789,-2.36953133,0.05433454087
IFXPDZHFZMVVKL-UHFFFAOYSA-N,-2.9467,244.722,3,2,2,0.375,90,-0.573089923,-0.5187009096,0.05438901339
LLJORSYIDJJSNV-UHFFFAOYSA-N,-2.9467,244.722,3,2,2,0.375,90,-0.573089923,-0.5187009096,0.05438901339
YLJREFDVOIBQDA-UHFFFAOYSA-N,2.6958,198.269,0,2,1,0.6666666667,76,-2.961796915,-2.907067387,0.0547295279
DDRGWEZDDZXEBZ-UHFFFAOYSA-N,5.0179,319.92,5,1,1,0.2727272727,122,-5.436851443,-5.382078905,0.05477253789
ZZHZBOWDNSQHCZ-UHFFFAOYSA-N,1.1941,302.327,5,6,2,0,120,-2.082536926,-2.137774074,0.05523714838
IMYZQPCYWPFTAG-UHFFFAOYSA-N,2.4206,167.296,1,1,1,0,70,-2.173105827,-2.22893302,0.05582719301
OTVAEFIXJLOWRX-UWVGGRQHSA-N,0.4043,356.227,6,5,3,0.2857142857,118,-2.1500001,-2.206106817,0.05610671713
OTVAEFIXJLOWRX-NXEZZACHSA-N,0.4043,356.227,6,5,3,0.2857142857,118,-2.15,-2.206106817,0.05610681713
YXKTVDFXDRQTKV-HNNXBMFYSA-N,3.7496,239.362,5,1,0,0.6666666667,94,-3.474393747,-3.41793942,0.05645432725
HRNKLYSRKFRIQO-UHFFFAOYSA-N,4.6596,451.007,13,5,0,0.3870967742,172,-5.667408659,-5.724112383,0.05670372413
XXOYNJXVWVNOOJ-UHFFFAOYSA-N,1.7801,164.208,1,1,1,0.5,64,-1.6,-1.656869671,0.0568696709
RPTUSVTUFVMDQK-UHFFFAOYSA-N,0.9154,160.18,1,4,2,0.8333333333,60,-1.224104944,-1.281110637,0.05700569319
QZTMHCLQBRFNOF-UHFFFAOYSA-N,0.9919,206.032,1,3,2,0.5,64,-1.109802048,-1.166960295,0.05715824744
QFUYDAGNUJWBSM-UHFFFAOYSA-N,3.9582,280.108,1,0,0,0.9230769231,64,-5.448630354,-5.505912233,0.057281879
VJECBOKJABCYMF-UHFFFAOYSA-N,1.2218,547.59,4,11,2,0.4210526316,204,-4.354634599,-4.412154552,0.05751995274
VHBFFQKBGNRLFZ-UHFFFAOYSA-N,3.46,222.243,1,2,0,0.9411764706,82,-3.862243562,-3.919785435,0.0575418726
DLTOEESOSYKJBK-UHFFFAOYSA-N,4.1521,436.427,6,4,1,0.4137931034,158,-4.940067904,-4.997671645,0.05760374069
HJUGFYREWKUQJT-UHFFFAOYSA-N,3.1773,331.627,0,0,0,0,32,-3.1400001,-3.082173382,0.05782671766
DNTGGZPQPQTDQF-XBXARRHUSA-N,2.92402,203.285,3,1,0,0.4,80,-2.568295735,-2.626239372,0.05794363749
DRYRBWIFRVMRPV-UHFFFAOYSA-N,1.212,145.165,0,3,1,0.9090909091,54,-1.353921167,-1.411969637,0.05804847042
WQDAVGDBWHWDSC-UHFFFAOYSA-N,3.6633,281.233,2,2,2,0.6,104,-4.309188753,-4.367253234,0.05806448139
NLKSFKLPWZLDGG-UHFFFAOYSA-N,3.0202,224.263,0,2,1,0.7058823529,84,-3.963367801,-3.905204065,0.05816373615
YFRZROIZOHWZNR-UHFFFAOYSA-N,3.3526,301.143,1,2,1,0.8888888889,88,-3.710652893,-3.769165177,0.0585122839
RIHJGBQERCBTIA-UHFFFAOYSA-N,1.7112,398.456,10,6,3,0.2142857143,158,-3.704405628,-3.763157665,0.05875203661
LDZSKXHAIBCHCF-UHFFFAOYSA-N,4.0143,257.849,5,1,1,0,100,-4.023970589,-3.965101116,0.0588694733
VKRAZLAKVAQZGN-UHFFFAOYSA-N,4.0143,257.849,5,1,1,0,100,-4.023970589,-3.965101116,0.0588694733
DZXHCZMBTDWPGU-UHFFFAOYSA-N,3.7879,328.887,3,2,0,0.5217391304,122,-4.291733464,-4.350608082,0.05887461782
VSYMNDBTCKIDLT-UHFFFAOYSA-N,0.9834,218.253,6,4,2,0,88,-1.63224246,-1.691151353,0.05890889286
QNPHCSSJLHAKSA-UHFFFAOYSA-N,2.6848,337.419,8,4,0,0.48,130,-3.059822216,-3.118822969,0.0590007532
JKPNBDINHLNEKN-UHFFFAOYSA-N,2.5336,333.475,11,5,2,0.2857142857,120,-2.551305457,-2.610565811,0.0592603544
LAKYIYSREICHNF-UHFFFAOYSA-M,-3.4082,365.324,5,8,3,0.4782608696,116,-1.279360332,-1.338773471,0.05941313912
HIZFHSGLPYLSFU-UHFFFAOYSA-N,0.5782,194.234,4,3,3,0.4285714286,76,-1.147503052,-1.207043016,0.05953996431
AUEJBFDAJLTUHB-UHFFFAOYSA-N,3.6428,311.513,14,4,2,0,116,-3.379513291,-3.43945322,0.05993992937
QZYNWJQFTJXIRN-UHFFFAOYSA-N,4.3002,215.894,0,0,0,0.6,54,-4.6300001,-4.570000172,0.05999992834
JWAZRIHNYRIHIV-UHFFFAOYSA-N,2.5454,144.173,0,1,1,0.9090909091,54,-2.28,-2.220000029,0.05999997139
AAOVKJBEBIDNHE-UHFFFAOYSA-N,3.1538,284.746,1,2,0,0.6,100,-3.75,-3.810218524,0.06021852434
BUNFNRVLMKHKIT-UHFFFAOYSA-N,1.5532,180.163,2,3,1,0.4615384615,68,-1.91,-1.849213082,0.06078691847
YORNKOJOAYSWBP-UHFFFAOYSA-N,4.6185,306.321,4,1,1,0,112,-4.813147357,-4.752248316,0.06089904059
CRUJHLHRJSNZIU-UHFFFAOYSA-N,1.71016,144.133,1,3,0,0.4545454545,52,-1.713938227,-1.774990312,0.06105208541
ULBKMFLWMIGVOJ-CFXUUZMDSA-M,-2.855,416.54,6,6,1,0.2222222222,140,-1.76716941,-1.706043529,0.06112588146
TTWJBBZEZQICBI-UHFFFAOYSA-N,2.0024,299.802,7,4,2,0.3,112,-3.1800001,-3.241182747,0.06118264689
GHELJWBGTIKZQW-UHFFFAOYSA-N,1.0172,127.187,1,1,0,0,52,-0.814408112,-0.8757507548,0.06134264275
FBUKVWPVBMHYJY-UHFFFAOYSA-N,2.8216,158.241,7,1,1,0,66,-2.75,-2.688515328,0.06148467163
IQNOBTBYHWYITG-UHFFFAOYSA-N,-0.5197,317.86,5,1,1,0.5454545455,118,-3.94834874,-4.009948174,0.06159943376
AZKKWGXMQLTBNB-UHFFFAOYSA-N,0.8393,218.253,6,4,2,0,88,-1.600972916,-1.539090679,0.06188223745
IHXNRXNBUPOFAS-UHFFFAOYSA-N,0.8393,218.253,6,4,2,0,88,-1.600972916,-1.539090679,0.06188223745
HQXBYBOVCDPXCB-UHFFFAOYSA-N,1.249,260.297,4,6,2,0.6315789474,100,-2.439761699,-2.502093209,0.06233150973
GYQOYYFIHYKFEO-UHFFFAOYSA-N,2.9711,272.735,1,2,2,0.6315789474,96,-3.509908507,-3.447039234,0.06286927326
VOKSWYLNZZRQPF-GDIGMMSISA-N,3.8826,285.431,2,2,1,0.2857142857,114,-3.974632215,-4.03752342,0.06289120486
HNJJXZKZRAWDPF-UHFFFAOYSA-N,2.7113,261.394,6,4,0,0.6111111111,96,-2.6400001,-2.702949589,0.06294948949
AQDHMDFRPGSAQA-UHFFFAOYSA-N,2.1233,282.387,2,2,0,0.2857142857,110,-3.212798581,-3.149810535,0.06298804628
XGZAZJYPRJGHIG-UHFFFAOYSA-N,-0.72826,289.292,3,5,1,0.5789473684,96,-2.046352567,-2.109358951,0.06300638356
YDQJFPLRVSPPGE-UHFFFAOYSA-N,3.0318,191.274,5,2,1,0.4285714286,76,-2.919928104,-2.98300087,0.0630727662
AUWINJMOPSMDNR-UHFFFAOYSA-N,1.8717,224.348,4,2,0,0,92,-2.363255957,-2.426491645,0.06323568848
WFGZMQNAHMBGCI-UHFFFAOYSA-N,1.0799,274.327,4,7,1,0.2941176471,92,-1.676093182,-1.739670681,0.06357749941
SZMWFUBOZRDQPO-UHFFFAOYSA-N,-0.1623,220.232,1,5,1,0.5625,84,-1.621069788,-1.684717422,0.06364763413
ASEVFPLMGHLBMI-RANVTSCRSA-N,-0.6921,426.466,11,7,3,0.2,168,-4.218264707,-4.154553462,0.06371124548
ILPUOPPYSQEBNJ-UHFFFAOYSA-N,1.9286,180.203,3,2,1,0.4615384615,70,-1.998083442,-1.934344193,0.06373924866
OIGNJSKKLXVSLS-MKIDGPAKSA-N,1.5576,360.45,2,5,3,0,142,-3.21,-3.1460592,0.06394080043
WLWFNJKHKGIJNW-UHFFFAOYSA-N,1.1589,189.214,1,2,0,0.4285714286,72,-1.43080179,-1.494986907,0.06418511702
FGNNOAAYCXVNNV-PXQHBHPGSA-N,-0.1855,410.47,5,4,3,0.4,158,-3.790459776,-3.726019665,0.06444011144
OQHDRLTXPGYYJN-UHFFFAOYSA-N,2.4313,185.698,3,1,1,0.5,68,-1.324317561,-1.388936386,0.0646188254
PXDGUZYTZGUSLZ-UHFFFAOYSA-N,2.254,258.365,4,2,0,0.3157894737,102,-2.848752578,-2.783821809,0.06493076871
KTHVBAZBLKXIHZ-UHFFFAOYSA-N,3.846,323.436,5,3,0,0.5,126,-3.996437559,-4.061375388,0.06493782891
